test_id,port,expected,detected,confidence,match,scenario_type,scenario_subtype,difficulty,latency_ms,reasoning,banner_hex,signals
PARTIAL_00112,22,http,unknown,25.0,False,partial_banner,mid_header_eof,evil,0.05,Low behavioral consistency (34): likely honeypot or protocol mismatch,485454502f312e3120323030204f4b,{'http': 90}
SCALE_10432,18804,unknown,unknown,21.0,True,mass_scaling,timing_jitter,easy,0.03,untrusted decision,52616e646f6d536572766963652076312e30,{'unknown': 1}
PARTIAL_00034_mut_005,5410,http,http,76.0,True,partial_banner,truncation_header_reorder,hard,0.06,normal decision,485454502f312e3120323030204f4b0d0a5365727665723a20,{'http': 90}
PARTIAL_00113,8080,http,http,78.0,True,partial_banner,mid_header_eof,evil,0.05,normal decision,485454502f312e3120323030204f4b0d0a53657276,{'http': 98}
SCALE_10433,5228,unknown,unknown,21.0,True,mass_scaling,timing_jitter,evil,0.04,untrusted decision,52616e646f6d536572766963652076312e30,{'unknown': 1}
PARTIAL_00034_mut_006,5460,http,http,36.0,True,partial_banner,truncation_double_mutation,hard,0.07,untrusted decision,485454502b712e3120223030204f4b0d0a5365727665323b105da220,{'http': 35}
PARTIAL_00114,80,http,http,79.0,True,partial_banner,mid_header_eof,evil,0.08,normal decision,485454502f312e3120323030204f4b0d0a5365727665723a204170616368650d0a436f6e74656e742d547970653a20746578,{'http': 98}
SCALE_10434,26667,unknown,unknown,21.0,True,mass_scaling,timing_jitter,medium,0.04,untrusted decision,52616e646f6d536572766963652076312e30,{'unknown': 1}
PARTIAL_00034_mut_007,5395,http,unknown,25.0,False,partial_banner,truncation_truncation,hard,0.09,Low behavioral consistency (54): likely honeypot or protocol mismatch,485454502f312e312032303020,{'http': 90}
PARTIAL_00115,8080,http,http,79.0,True,partial_banner,mid_header_eof,evil,0.08,normal decision,485454502f312e3120323030204f4b0d0a5365727665723a204170616368650d0a436f6e74656e742d547970653a20746578,{'http': 98}
SCALE_10435,35526,unknown,unknown,21.0,True,mass_scaling,whitespace_change,hard,0.04,untrusted decision,52616e646f6d536572766963650976312e30,{'unknown': 1}
PARTIAL_00034_mut_008,5403,http,http,76.0,True,partial_banner,truncation_binary_noise,hard,0.06,normal decision,485454502f312e3120322779b13030204f4b0d0a5365727665723a20,{'http': 90}
TIMING_01054,8080,ftp,closed,10,False,timing_attack,near_timeout,hard,24.93,Port closed (connection refused),,{}
TIMING_01056,443,unknown,closed,10,False,timing_attack,near_timeout,hard,24.11,Port closed (connection refused),,{}
TIMING_01057,6379,unknown,closed,10,False,timing_attack,near_timeout,hard,23.43,Port closed (connection refused),,{}
TIMING_01058,8080,unknown,closed,10,False,timing_attack,near_timeout,hard,23.04,Port closed (connection refused),,{}
TIMING_01059,22,unknown,closed,10,False,timing_attack,near_timeout,hard,22.69,Port closed (connection refused),,{}
TIMING_01060,443,unknown,closed,10,False,timing_attack,near_timeout,hard,22.48,Port closed (connection refused),,{}
TIMING_01061,80,unknown,closed,10,False,timing_attack,near_timeout,hard,22.19,Port closed (connection refused),,{}
PARTIAL_00116,8080,http,http,79.0,True,partial_banner,mid_header_eof,evil,0.09,normal decision,485454502f312e3120323030204f4b0d0a5365727665723a204170616368650d0a436f6e74656e742d547970653a20746578,{'http': 98}
SCALE_10436,8286,unknown,unknown,21.0,True,mass_scaling,1_byte_diff,easy,0.04,untrusted decision,52616e646f6d536572776963652076312e30,{'unknown': 1}
PARTIAL_00034_mut_009,5438,http,http,76.0,True,partial_banner,truncation_byte_insertion,hard,0.06,normal decision,485454502f312e3120323030204f05876b7f22b383370018c54b0d0a5365727665723a20,{'http': 90}
PARTIAL_00117,25,http,http,76.0,True,partial_banner,mid_header_eof,evil,0.07,normal decision,485454502f312e3120323030204f4b0d0a5365727665723a204170616368650d0a436f6e74656e742d547970653a20746578,{'http': 90}
SCALE_10437,15901,unknown,unknown,21.0,True,mass_scaling,header_order,evil,0.03,untrusted decision,52616e646f6d536572766963652076312e30,{'unknown': 1}
PARTIAL_00034_mut_010,5374,http,http,76.0,True,partial_banner,truncation_timing,evil,0.05,normal decision,485454502f312e3120323030204f4b0d0a5365727665723a20,{'http': 90}
PARTIAL_00118,80,http,http,79.0,True,partial_banner,mid_header_eof,evil,0.08,normal decision,485454502f312e3120323030204f4b0d0a5365727665723a204170616368650d0a436f6e74656e742d547970653a20746578,{'http': 98}
SCALE_10438,58689,unknown,unknown,21.0,True,mass_scaling,whitespace_change,hard,0.03,untrusted decision,52616e646f6d536572766963650976312e30,{'unknown': 1}
PARTIAL_00034_mut_011,5428,http,http,76.0,True,partial_banner,truncation_timing,evil,0.05,normal decision,485454502f312e3120323030204f4b0d0a5365727665723a20,{'http': 90}
PARTIAL_00119,443,http,unknown,25.0,False,partial_banner,mid_header_eof,evil,0.05,Low behavioral consistency (34): likely honeypot or protocol mismatch,485454502f312e3120323030204f4b,{'http': 90}
SCALE_10439,3288,unknown,unknown,21.0,True,mass_scaling,timing_jitter,easy,0.03,untrusted decision,52616e646f6d536572766963652076312e30,{'unknown': 1}
PARTIAL_00034_mut_012,5451,http,http,76.0,True,partial_banner,truncation_header_reorder,hard,0.05,normal decision,485454502f312e3120323030204f4b0d0a5365727665723a20,{'http': 90}
PARTIAL_00120,25,http,http,76.0,True,partial_banner,mid_header_eof,evil,0.06,normal decision,485454502f312e3120323030204f4b0d0a5365727665723a204170616368650d0a436f,{'http': 90}
SCALE_10440,58014,unknown,unknown,21.0,True,mass_scaling,case_change,easy,0.03,untrusted decision,72414e444f4d734552564943452056312e30,{'unknown': 1}
PARTIAL_00034_mut_013,5454,http,http,76.0,True,partial_banner,truncation_timing,evil,0.05,normal decision,485454502f312e3120323030204f4b0d0a5365727665723a20,{'http': 90}
PARTIAL_00121,25,http,unknown,25.0,False,partial_banner,mid_header_eof,evil,0.05,Low behavioral consistency (34): likely honeypot or protocol mismatch,485454502f312e3120323030204f4b,{'http': 90}
SCALE_10441,63898,unknown,unknown,21.0,True,mass_scaling,1_byte_diff,easy,0.03,untrusted decision,52616e646f6d536572766a63652076312e30,{'unknown': 1}
PARTIAL_00034_mut_014,5430,http,unknown,21.0,False,partial_banner,truncation_double_mutation,hard,0.04,untrusted decision,48545525af57502fb12e3120332030204f4b0d0a5365727e65723a20,{'unknown': 1}
PARTIAL_00122,22,http,http,76.0,True,partial_banner,mid_header_eof,evil,0.07,normal decision,485454502f312e3120323030204f4b0d0a5365727665723a204170616368650d0a436f6e74656e742d547970653a20746578,{'http': 90}
SCALE_10442,38690,unknown,unknown,21.0,True,mass_scaling,case_change,evil,0.03,untrusted decision,72414e444f4d734552564943452056312e30,{'unknown': 1}
PARTIAL_00035_mut_000,1,http,http,75.0,True,partial_banner,truncation_byte_deletion,hard,0.05,normal decision,485454502f312e3120323030204f4b0d0a65727665723a204170616368,{'http': 90}
PARTIAL_00123,80,http,http,79.0,True,partial_banner,mid_header_eof,evil,0.07,normal decision,485454502f312e3120323030204f4b0d0a5365727665723a204170616368650d0a436f6e74656e742d547970653a20746578,{'http': 98}
SCALE_10443,28829,unknown,unknown,21.0,True,mass_scaling,timing_jitter,hard,0.03,untrusted decision,52616e646f6d536572766963652076312e30,{'unknown': 1}
PARTIAL_00035_mut_001,51,http,http,76.0,True,partial_banner,truncation_header_reorder,hard,0.06,normal decision,485454502f312e3120323030204f4b0d0a5365727665723a204170616368,{'http': 90}
PARTIAL_00124,443,http,http,76.0,True,partial_banner,mid_header_eof,evil,0.06,normal decision,485454502f312e3120323030204f4b0d0a5365727665723a204170616368650d0a43,{'http': 90}
SCALE_10444,19842,unknown,unknown,21.0,True,mass_scaling,1_byte_diff,medium,0.03,untrusted decision,52616e64706d536572766963652076312e30,{'unknown': 1}
PARTIAL_00035_mut_002,27,http,unknown,21.0,False,partial_banner,truncation_double_mutation,hard,0.04,untrusted decision,485454a96961502f302e3120323030204b4b0d0a5365327665733a20417061e368,{'unknown': 1}
PARTIAL_00125,443,http,http,75.0,True,partial_banner,mid_header_eof,evil,0.05,normal decision,485454502f312e3120323030204f4b0d0a536572766572,{'http': 90}
SCALE_10445,40439,unknown,unknown,21.0,True,mass_scaling,timing_jitter,medium,0.03,untrusted decision,52616e646f6d536572766963652076312e30,{'unknown': 1}
PARTIAL_00035_mut_003,68,http,unknown,25.0,False,partial_banner,truncation_truncation_extreme,hard,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,485454502f31,{'http': 35}
PARTIAL_00126,25,http,unknown,25.0,False,partial_banner,mid_header_eof,evil,0.05,Low behavioral consistency (54): likely honeypot or protocol mismatch,485454502f312e3120323030204f,{'http': 90}
SCALE_10446,52814,unknown,unknown,21.0,True,mass_scaling,timing_jitter,easy,0.04,untrusted decision,52616e646f6d536572766963652076312e30,{'unknown': 1}
PARTIAL_00035_mut_004,11,http,unknown,19.0,False,partial_banner,truncation_truncation_extreme,hard,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,4854,{'unknown': 1}
PARTIAL_00127,443,http,http,76.0,True,partial_banner,mid_header_eof,evil,0.07,normal decision,485454502f312e3120323030204f4b0d0a5365727665723a204170616368650d0a436f6e74656e742d547970653a20746578,{'http': 90}
SCALE_10447,18722,unknown,unknown,21.0,True,mass_scaling,1_byte_diff,hard,0.03,untrusted decision,52616e646f6d536572776963652076312e30,{'unknown': 1}
PARTIAL_00035_mut_005,25,http,http,76.0,True,partial_banner,truncation_case_mutation,hard,0.06,normal decision,687454502f312e3120323030206f4b0d0a5345727645523a206150416368,{'http': 90}
PARTIAL_00128,22,http,http,76.0,True,partial_banner,mid_header_eof,evil,0.06,normal decision,485454502f312e3120323030204f4b0d0a5365727665723a2041,{'http': 90}
SCALE_10448,39901,unknown,unknown,21.0,True,mass_scaling,1_byte_diff,medium,0.03,untrusted decision,53616e646f6d536572766963652076312e30,{'unknown': 1}
PARTIAL_00035_mut_006,1,http,http,76.0,True,partial_banner,truncation_binary_noise,hard,0.06,normal decision,485454502f312e3120323030204f872ec65ebdc3bd5f4b0d0a5365727665723a204170616368,{'http': 90}
PARTIAL_00129,22,http,http,76.0,True,partial_banner,mid_header_eof,evil,0.06,normal decision,485454502f312e3120323030204f4b0d0a5365727665723a204170616368650d0a436f6e74656e742d547970653a2074,{'http': 90}
SCALE_10449,51295,unknown,unknown,21.0,True,mass_scaling,whitespace_change,hard,0.04,untrusted decision,52616e646f6d536572766963650976312e30,{'unknown': 1}
PARTIAL_00035_mut_007,35,http,http,76.0,True,partial_banner,truncation_case_mutation,hard,0.06,normal decision,487454502f312e3120323030206f4b0d0a7365727665523a206170616368,{'http': 90}
PARTIAL_00130,443,http,http,76.0,True,partial_banner,mid_header_eof,evil,0.07,normal decision,485454502f312e3120323030204f4b0d0a5365727665723a204170616368650d0a436f6e74656e742d547970653a20746578,{'http': 90}
SCALE_10450,35309,unknown,unknown,21.0,True,mass_scaling,header_order,evil,0.03,untrusted decision,52616e646f6d536572766963652076312e30,{'unknown': 1}
PARTIAL_00035_mut_008,2,http,http,54.0,True,partial_banner,truncation_double_mutation,hard,0.07,normal decision,485414e55855502f312e3120323030204f4b1d0e5365727665723a204170616a68,{'http': 40}
PARTIAL_00131,443,smtp,unknown,25.0,False,partial_banner,mid_header_eof,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,48,{'https': 20}
SCALE_10451,24137,unknown,unknown,21.0,True,mass_scaling,timing_jitter,hard,0.03,untrusted decision,52616e646f6d536572766963652076312e30,{'unknown': 1}
PARTIAL_00035_mut_009,29,http,unknown,25.0,False,partial_banner,truncation_truncation,hard,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,485454502f,{'http': 35}
PARTIAL_00132,8080,http,http,79.0,True,partial_banner,mid_header_eof,evil,0.06,normal decision,485454502f312e3120323030204f4b0d0a5365727665723a204170616368650d0a436f6e74656e742d54,{'http': 98}
SCALE_10452,58828,unknown,unknown,21.0,True,mass_scaling,timing_jitter,easy,0.03,untrusted decision,52616e646f6d536572766963652076312e30,{'unknown': 1}
PARTIAL_00035_mut_010,1,http,http,69.0,True,partial_banner,truncation_byte_insertion,hard,0.08,normal decision,485454502f314b84a3222cc6cba68dea06d639d42e3120323030204f4b0d0a5365727665723a204170616368,{'http': 75}
PARTIAL_00133,80,smtp,unknown,25.0,False,partial_banner,mid_header_eof,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,485454,{'http': 20}
SCALE_10453,62003,unknown,unknown,21.0,True,mass_scaling,whitespace_change,evil,0.05,untrusted decision,52616e646f6d536572766963650976312e30,{'unknown': 1}
PARTIAL_00035_mut_011,49,http,http,75.0,True,partial_banner,truncation_byte_deletion,hard,0.06,normal decision,485454502f312e3120323030204f4b0d0a533a204170616368,{'http': 90}
PARTIAL_00134,25,http,http,76.0,True,partial_banner,mid_header_eof,evil,0.07,normal decision,485454502f312e3120323030204f4b0d0a5365727665723a204170616368650d0a436f6e74656e742d547970653a20,{'http': 90}
SCALE_10454,28452,unknown,unknown,21.0,True,mass_scaling,timing_jitter,easy,0.03,untrusted decision,52616e646f6d536572766963652076312e30,{'unknown': 1}
PARTIAL_00035_mut_012,8,http,http,75.0,True,partial_banner,truncation_byte_insertion,hard,0.06,normal decision,485454502f312e3120323030204f4b0d0a533392b0d265727665723a204170616368,{'http': 90}
PARTIAL_00135,80,http,http,79.0,True,partial_banner,mid_header_eof,evil,0.06,normal decision,485454502f312e3120323030204f4b0d0a5365727665723a20417061636865,{'http': 98}
SCALE_10455,26696,unknown,unknown,21.0,True,mass_scaling,header_order,evil,0.03,untrusted decision,52616e646f6d536572766963652076312e30,{'unknown': 1}
PARTIAL_00035_mut_013,49,http,http,76.0,True,partial_banner,truncation_timing,evil,0.06,normal decision,485454502f312e3120323030204f4b0d0a5365727665723a204170616368,{'http': 90}
PARTIAL_00136,443,http,http,76.0,True,partial_banner,mid_header_eof,evil,0.06,normal decision,485454502f312e3120323030204f4b0d0a5365727665723a20417061636865,{'http': 90}
SCALE_10456,32942,unknown,unknown,21.0,True,mass_scaling,timing_jitter,medium,0.03,untrusted decision,52616e646f6d536572766963652076312e30,{'unknown': 1}
PARTIAL_00036_mut_000,64,http,unknown,21.0,False,partial_banner,truncation_double_mutation,hard,0.04,untrusted decision,485410502f312e3120723030204f4b0d0a136572767919f365723a204170616368652f322e342e34318d0a,{'unknown': 1}
PARTIAL_00137,80,http,unknown,25.0,False,partial_banner,mid_header_eof,evil,0.05,Low behavioral consistency (54): likely honeypot or protocol mismatch,485454502f312e31203230,{'http': 98}
SCALE_10457,58811,unknown,unknown,21.0,True,mass_scaling,1_byte_diff,evil,0.03,untrusted decision,52616e646f6d536572766963652076312f30,{'unknown': 1}
PARTIAL_00036_mut_001,32,http,http,76.0,True,partial_banner,truncation_header_reorder,hard,0.06,normal decision,485454502f312e3120323030204f4b0d0a5365727665723a204170616368652f322e342e34310d0a,{'http': 90}
PARTIAL_00138,80,ssh,unknown,20.0,False,partial_banner,mid_header_eof,evil,0.05,Honeypot behavior detected,5353482d322e302d4f70656e5353485f,{'ssh': 95}
TIMING_01062,21,unknown,closed,10,False,timing_attack,near_timeout,hard,25.94,Port closed (connection refused),,{}
TIMING_01064,80,unknown,closed,10,False,timing_attack,near_timeout,hard,25.15,Port closed (connection refused),,{}
TIMING_01065,80,unknown,closed,10,False,timing_attack,near_timeout,hard,24.78,Port closed (connection refused),,{}
TIMING_01066,6379,unknown,closed,10,False,timing_attack,near_timeout,hard,24.23,Port closed (connection refused),,{}
TIMING_01067,8080,unknown,closed,10,False,timing_attack,near_timeout,hard,23.8,Port closed (connection refused),,{}
TIMING_01068,21,unknown,closed,10,False,timing_attack,near_timeout,hard,23.35,Port closed (connection refused),,{}
TIMING_01069,8080,unknown,closed,10,False,timing_attack,near_timeout,hard,23.04,Port closed (connection refused),,{}
TIMING_01070,443,unknown,closed,10,False,timing_attack,near_timeout,hard,22.7,Port closed (connection refused),,{}
SCALE_10458,35032,unknown,unknown,21.0,True,mass_scaling,whitespace_change,medium,0.04,untrusted decision,52616e646f6d536572766963650976312e30,{'unknown': 1}
PARTIAL_00036_mut_002,68,http,http,76.0,True,partial_banner,truncation_header_reorder,hard,0.07,normal decision,485454502f312e3120323030204f4b0d0a5365727665723a204170616368652f322e342e34310d0a,{'http': 90}
PARTIAL_00139,22,ssh,unknown,25.0,False,partial_banner,mid_header_eof,evil,0.05,Low behavioral consistency (42): likely honeypot or protocol mismatch,5353482d322e302d4f70656e5353485f382e,{'ssh': 103}
SCALE_10459,46027,unknown,unknown,21.0,True,mass_scaling,whitespace_change,medium,0.04,untrusted decision,52616e646f6d536572766963650976312e30,{'unknown': 1}
PARTIAL_00036_mut_003,37,http,http,76.0,True,partial_banner,truncation_case_mutation,hard,0.06,normal decision,685454702f312e3120323030204f6b0d0a5365725665723a206150616368652f322e342e34310d0a,{'http': 90}
PARTIAL_00140,8080,ssh,unknown,25.0,False,partial_banner,mid_header_eof,evil,0.04,Low behavioral consistency (50): likely honeypot or protocol mismatch,5353482d32,{'ssh': 40}
SCALE_10460,61044,unknown,unknown,21.0,True,mass_scaling,timing_jitter,easy,0.03,untrusted decision,52616e646f6d536572766963652076312e30,{'unknown': 1}
PARTIAL_00036_mut_004,38,http,unknown,25.0,False,partial_banner,truncation_truncation_extreme,hard,0.04,Low behavioral consistency (50): likely honeypot or protocol mismatch,485454502f312e3120,{'http': 65}
PARTIAL_00141,22,ssh,unknown,25.0,False,partial_banner,mid_header_eof,evil,0.05,Low behavioral consistency (42): likely honeypot or protocol mismatch,5353482d322e302d4f70656e5353485f382e,{'ssh': 103}
SCALE_10461,12488,unknown,unknown,21.0,True,mass_scaling,1_byte_diff,evil,0.03,untrusted decision,52616f646f6d536572766963652076312e30,{'unknown': 1}
PARTIAL_00036_mut_005,60,http,http,75.0,True,partial_banner,truncation_case_mutation,hard,0.06,normal decision,485454502f312e3120323030204f6b0d0a5345525645723a206170616368652f322e342e34310d0a,{'http': 90}
PARTIAL_00142,443,ssh,unknown,20.0,False,partial_banner,mid_header_eof,evil,0.03,Honeypot behavior detected,5353482d322e302d4f,{'ssh': 95}
SCALE_10462,11630,unknown,unknown,21.0,True,mass_scaling,timing_jitter,medium,0.03,untrusted decision,52616e646f6d536572766963652076312e30,{'unknown': 1}
PARTIAL_00036_mut_006,92,http,http,76.0,True,partial_banner,truncation_header_reorder,hard,0.06,normal decision,485454502f312e3120323030204f4b0d0a5365727665723a204170616368652f322e342e34310d0a,{'http': 90}
PARTIAL_00143,8080,ssh,unknown,25.0,False,partial_banner,mid_header_eof,evil,0.05,Low behavioral consistency (42): likely honeypot or protocol mismatch,5353482d322e302d4f70656e5353485f382e3270,{'ssh': 95}
SCALE_10463,58203,unknown,unknown,21.0,True,mass_scaling,header_order,hard,0.03,untrusted decision,52616e646f6d536572766963652076312e30,{'unknown': 1}
PARTIAL_00036_mut_007,58,http,unknown,25.0,False,partial_banner,truncation_double_mutation,hard,0.07,Low behavioral consistency (54): likely honeypot or protocol mismatch,485454502f312e3120323030204f4b0d085364727665763a19536d204170616768452f322e342e34310d0a,{'http': 90}
PARTIAL_00144,443,ssh,unknown,25.0,False,partial_banner,mid_header_eof,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,5353482d322e30,{'ssh': 70}
SCALE_10464,14960,unknown,unknown,21.0,True,mass_scaling,case_change,medium,0.03,untrusted decision,72414e444f4d734552564943452056312e30,{'unknown': 1}
PARTIAL_00036_mut_008,64,http,http,75.0,True,partial_banner,truncation_truncation,hard,0.05,normal decision,485454502f312e3120323030204f4b0d0a5365727665,{'http': 90}
PARTIAL_00145,25,ssh,unknown,25.0,False,partial_banner,mid_header_eof,evil,0.05,Low behavioral consistency (50): likely honeypot or protocol mismatch,5353482d322e30,{'ssh': 70}
SCALE_10465,6784,unknown,unknown,21.0,True,mass_scaling,timing_jitter,evil,0.04,untrusted decision,52616e646f6d536572766963652076312e30,{'unknown': 1}
PARTIAL_00036_mut_009,-15,http,http,76.0,True,partial_banner,truncation_timing,evil,0.07,normal decision,485454502f312e3120323030204f4b0d0a5365727665723a204170616368652f322e342e34310d0a,{'http': 90}
PARTIAL_00146,25,ssh,unknown,20.0,False,partial_banner,mid_header_eof,evil,0.05,Honeypot behavior detected,5353482d322e302d4f70656e53,{'ssh': 95}
SCALE_10466,58833,unknown,unknown,21.0,True,mass_scaling,timing_jitter,hard,0.03,untrusted decision,52616e646f6d536572766963652076312e30,{'unknown': 1}
PARTIAL_00036_mut_010,68,http,http,65.0,True,partial_banner,truncation_byte_flip,hard,0.07,normal decision,485454502f312e312432303020cf5b0d0a1365727665723a004170616378652f322e342e34311c0a,{'http': 65}
PARTIAL_00147,443,ssh,unknown,20.0,False,partial_banner,mid_header_eof,evil,0.05,Honeypot behavior detected,5353482d322e302d4f70656e535348,{'ssh': 95}
SCALE_10467,55763,unknown,unknown,21.0,True,mass_scaling,case_change,medium,0.03,untrusted decision,72414e444f4d734552564943452056312e30,{'unknown': 1}
PARTIAL_00036_mut_011,80,http,unknown,25.0,False,partial_banner,truncation_truncation_extreme,hard,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,485454502f312e3120,{'http': 73}
PARTIAL_00148,80,ssh,unknown,20.0,False,partial_banner,mid_header_eof,evil,0.05,Honeypot behavior detected,5353482d322e302d4f70656e535348,{'ssh': 95}
SCALE_10468,33171,unknown,unknown,21.0,True,mass_scaling,1_byte_diff,medium,0.03,untrusted decision,52616e656f6d536572766963652076312e30,{'unknown': 1}
PARTIAL_00037_mut_000,63,http,http,36.0,True,partial_banner,truncation_double_mutation,hard,0.07,untrusted decision,485454502f312f3120323030204f4b0d0a536570768da68d65723a204170616368672f122e343e34310d0a436f6e74656e74,{'http': 35}
PARTIAL_00149,22,ssh,unknown,25.0,False,partial_banner,mid_header_eof,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,5353482d322e302d,{'ssh': 78}
SCALE_10469,8351,unknown,unknown,21.0,True,mass_scaling,whitespace_change,easy,0.03,untrusted decision,52616e646f6d536572766963650976312e30,{'unknown': 1}
PARTIAL_00037_mut_001,114,http,http,76.0,True,partial_banner,truncation_case_mutation,hard,0.07,normal decision,685474702f312e3120323030204f4b0d0a5365525665523a204170616368652f322e342e34310d0a436f6e74656e742d5459,{'http': 90}
PARTIAL_00150,25,ssh,unknown,25.0,False,partial_banner,mid_header_eof,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,535348,{'smtp': 20}
SCALE_10470,45862,unknown,unknown,21.0,True,mass_scaling,1_byte_diff,hard,0.03,untrusted decision,53616e646f6d536572766963652076312e30,{'unknown': 1}
PARTIAL_00037_mut_002,42,http,unknown,19.0,False,partial_banner,truncation_truncation_extreme,hard,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,485454,{'unknown': 1}
PARTIAL_00151,443,smtp,unknown,25.0,False,partial_banner,mid_header_eof,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,53,{'https': 20}
SCALE_10471,48606,unknown,unknown,21.0,True,mass_scaling,case_change,hard,0.03,untrusted decision,72414e444f4d734552564943452056312e30,{'unknown': 1}
PARTIAL_00037_mut_003,69,http,http,76.0,True,partial_banner,truncation_binary_noise,hard,0.07,normal decision,485454502f312e3120323030204f4b0d0a5365727665723a204170616368652f322e342e34310d0a436f6e74656e74845dab,{'http': 90}
PARTIAL_00152,22,ssh,unknown,25.0,False,partial_banner,mid_header_eof,evil,0.05,Low behavioral consistency (42): likely honeypot or protocol mismatch,5353482d322e302d4f70656e5353485f382e,{'ssh': 103}
SCALE_10472,18590,unknown,unknown,21.0,True,mass_scaling,header_order,easy,0.03,untrusted decision,52616e646f6d536572766963652076312e30,{'unknown': 1}
PARTIAL_00037_mut_004,64,http,http,76.0,True,partial_banner,truncation_timing,evil,0.1,normal decision,485454502f312e3120323030204f4b0d0a5365727665723a204170616368652f322e342e34310d0a436f6e74656e742d5479,{'http': 90}
PARTIAL_00153,22,ssh,unknown,25.0,False,partial_banner,mid_header_eof,evil,0.06,Low behavioral consistency (42): likely honeypot or protocol mismatch,5353482d322e302d4f70656e5353485f382e32,{'ssh': 103}
SCALE_10473,17440,unknown,unknown,21.0,True,mass_scaling,1_byte_diff,evil,0.03,untrusted decision,52616e646f6d546572766963652076312e30,{'unknown': 1}
PARTIAL_00037_mut_005,63,http,http,76.0,True,partial_banner,truncation_header_reorder,hard,0.07,normal decision,485454502f312e3120323030204f4b0d0a5365727665723a204170616368652f322e342e34310d0a436f6e74656e742d5479,{'http': 90}
PARTIAL_00154,80,smtp,unknown,25.0,False,partial_banner,mid_header_eof,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,53,{'http': 20}
SCALE_10474,36871,unknown,unknown,21.0,True,mass_scaling,header_order,medium,0.03,untrusted decision,52616e646f6d536572766963652076312e30,{'unknown': 1}
PARTIAL_00037_mut_006,36,http,unknown,21.0,False,partial_banner,truncation_double_mutation,hard,0.05,untrusted decision,485454522f312eb120323030204f4b0d0a53e5727665723a2041706163686d2f302e342e34310d0a436f6ec398d374656e74,{'unknown': 1}
PARTIAL_00155,80,ssh,unknown,25.0,False,partial_banner,mid_header_eof,evil,0.06,Low behavioral consistency (42): likely honeypot or protocol mismatch,5353482d322e302d4f70656e5353485f382e327031,{'ssh': 95}
SCALE_10475,29996,unknown,unknown,21.0,True,mass_scaling,case_change,medium,0.03,untrusted decision,72414e444f4d734552564943452056312e30,{'unknown': 1}
PARTIAL_00037_mut_007,73,http,http,76.0,True,partial_banner,truncation_byte_deletion,hard,0.07,normal decision,485454502f312e31203230304b0d0a5365727665723a204170616368652f322e342e34310d0a436f6e74656e742d5479,{'http': 90}
PARTIAL_00156,80,ssh,unknown,25.0,False,partial_banner,mid_header_eof,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,5353482d322e302d,{'ssh': 70}
SCALE_10476,29892,unknown,unknown,21.0,True,mass_scaling,header_order,easy,0.03,untrusted decision,52616e646f6d536572766963652076312e30,{'unknown': 1}
PARTIAL_00037_mut_008,97,http,http,76.0,True,partial_banner,truncation_timing,evil,0.07,normal decision,485454502f312e3120323030204f4b0d0a5365727665723a204170616368652f322e342e34310d0a436f6e74656e742d5479,{'http': 90}
PARTIAL_00157,25,smtp,unknown,25.0,False,partial_banner,mid_header_eof,evil,0.03,Low behavioral consistency (50): likely honeypot or protocol mismatch,5353,{'smtp': 20}
SCALE_10477,21555,unknown,unknown,21.0,True,mass_scaling,timing_jitter,medium,0.03,untrusted decision,52616e646f6d536572766963652076312e30,{'unknown': 1}
PARTIAL_00037_mut_009,53,http,http,76.0,True,partial_banner,truncation_byte_deletion,hard,0.07,normal decision,485454502f312e3120323030204f4b0d0a5365727665723a204170616368652f322e342e34310d0a436f6e74655479,{'http': 90}
PARTIAL_00158,443,ssh,unknown,25.0,False,partial_banner,mid_header_eof,evil,0.02,Low behavioral consistency (50): likely honeypot or protocol mismatch,535348,{'https': 20}
SCALE_10478,51822,unknown,unknown,21.0,True,mass_scaling,case_change,medium,0.03,untrusted decision,72414e444f4d734552564943452056312e30,{'unknown': 1}
PARTIAL_00037_mut_010,91,http,http,75.0,True,partial_banner,truncation_byte_insertion,hard,0.09,normal decision,485454502f312e3120323030204f4b0d0a536572765aa01d02e78c6b5651fa2d42dedbcedb65723a204170616368652f322e,{'http': 90}
PARTIAL_00159,25,ssh,unknown,25.0,False,partial_banner,mid_header_eof,evil,0.04,Low behavioral consistency (50): likely honeypot or protocol mismatch,5353482d322e302d,{'ssh': 70}
SCALE_10479,61175,unknown,unknown,21.0,True,mass_scaling,1_byte_diff,medium,0.04,untrusted decision,52616e646f6d546572766963652076312e30,{'unknown': 1}
